0;359;0;17;0;-1;10;0;0;-1;360;360
0;359;18;35;0;-1;10;0;0;-1;360;360
0;359;36;53;0;-1;10;0;0;-1;360;360
0;359;54;71;0;-1;10;0;0;-1;360;360
0;359;72;89;0;-1;10;0;0;-1;360;360
0;359;90;107;0;-1;10;0;0;-1;360;360
0;359;108;125;0;-1;10;0;0;-1;360;360
0;359;126;143;0;-1;10;0;0;-1;360;360
0;359;144;161;0;-1;10;0;0;-1;360;360
0;359;162;179;0;-1;10;0;0;-1;360;360
0;359;180;197;0;-1;10;0;0;-1;360;360
0;359;198;215;0;-1;10;0;0;-1;360;360
0;359;216;233;0;-1;10;0;0;-1;360;360
0;359;234;251;0;-1;10;0;0;-1;360;360
0;359;252;269;0;-1;10;0;0;-1;360;360
0;359;270;287;0;-1;10;0;0;-1;360;360
0;359;288;305;0;-1;10;0;0;-1;360;360
0;359;306;323;0;-1;10;0;0;-1;360;360
0;359;324;341;0;-1;10;0;0;-1;360;360
0;359;342;359;0;-1;10;0;0;-1;360;360
