0;359;0;14;0;-1;10;0;0;-1;360;360
0;359;15;29;0;-1;10;0;0;-1;360;360
0;359;30;44;0;-1;10;0;0;-1;360;360
0;359;45;59;0;-1;10;0;0;-1;360;360
0;359;60;74;0;-1;10;0;0;-1;360;360
0;359;75;89;0;-1;10;0;0;-1;360;360
0;359;90;104;0;-1;10;0;0;-1;360;360
0;359;105;119;0;-1;10;0;0;-1;360;360
0;359;120;134;0;-1;10;0;0;-1;360;360
0;359;135;149;0;-1;10;0;0;-1;360;360
0;359;150;164;0;-1;10;0;0;-1;360;360
0;359;165;179;0;-1;10;0;0;-1;360;360
0;359;180;194;0;-1;10;0;0;-1;360;360
0;359;195;209;0;-1;10;0;0;-1;360;360
0;359;210;224;0;-1;10;0;0;-1;360;360
0;359;225;239;0;-1;10;0;0;-1;360;360
0;359;240;254;0;-1;10;0;0;-1;360;360
0;359;255;269;0;-1;10;0;0;-1;360;360
0;359;270;284;0;-1;10;0;0;-1;360;360
0;359;285;299;0;-1;10;0;0;-1;360;360
0;359;300;314;0;-1;10;0;0;-1;360;360
0;359;315;329;0;-1;10;0;0;-1;360;360
0;359;330;344;0;-1;10;0;0;-1;360;360
0;359;345;359;0;-1;10;0;0;-1;360;360
