0;239;0;14;0;-1;10;0;0;-1;240;240
0;239;15;29;0;-1;10;0;0;-1;240;240
0;239;30;44;0;-1;10;0;0;-1;240;240
0;239;45;59;0;-1;10;0;0;-1;240;240
0;239;60;74;0;-1;10;0;0;-1;240;240
0;239;75;89;0;-1;10;0;0;-1;240;240
0;239;90;104;0;-1;10;0;0;-1;240;240
0;239;105;119;0;-1;10;0;0;-1;240;240
0;239;120;134;0;-1;10;0;0;-1;240;240
0;239;135;149;0;-1;10;0;0;-1;240;240
0;239;150;164;0;-1;10;0;0;-1;240;240
0;239;165;179;0;-1;10;0;0;-1;240;240
0;239;180;194;0;-1;10;0;0;-1;240;240
0;239;195;209;0;-1;10;0;0;-1;240;240
0;239;210;224;0;-1;10;0;0;-1;240;240
0;239;225;239;0;-1;10;0;0;-1;240;240
